OTUID	checkm_completeness	checkm_contamination	checkm_marker_count	coding_density	gc_percentage	genome_size	Phylum	Class	Order	Family	Genus
GCA_013214425	90.4	1.62	571	89.14911279	34.05327473	3417527	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_DT-35
GCA_013373385	98.34	1.11	548	92.8151584	31.95507983	2943266	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Polaribacter_A
GCA_013373635	93.12	2.73	571	93.00838318	38.46895152	2526726	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_MAG-120531
GCA_014643735	99.85	0.56	615	90.83746506	56.4900181	4190336	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Amylibacter
GCA_902774795	85.86	0.27	492	91.42843202	46.48420794	2438877	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_Prevotella
GCA_902775895	94.97	0.67	263	91.43446696	43.14338136	1653067	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_UBA4285
GCF_000014065	99.82	0	625	88.43811263	60.05637385	4153699	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Epibacterium
GCF_000160035	99.55	1.34	263	88.12857769	37.1396306	3479204	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Catonella
GCF_000192225	100	0	316	87.06434806	36.66510665	2548422	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Capnocytophaga
GCF_000264055	99.12	0.12	511	83.02977673	34.83252928	3955605	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_000403295	94.74	1.95	333	86.3074849	47.15944284	5799088	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Schaedlerella
GCF_000411115	100	0.5	316	88.93181972	41.47245022	2746278	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Capnocytophaga
GCF_000425445	99.65	0.05	511	88.29365075	34.03858019	4823485	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_000518685	98.66	0.22	263	90.91649969	39.83997638	2579248	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Eubacterium_F
GCF_000621865	99.52	0	420	89.6926456	38.33663392	3086437	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Pseudobutyrivibrio
GCF_000703165	99.58	0	543	88.85181463	39.60319461	4470907	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Butyrivibrio
GCF_000743705	99.25	0.11	582	90.52524547	58.33863144	4314497	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Ruegeria
GCF_000763905	99.64	0.4	568	89.4139603	65.18557504	4012851	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_000814025	99.25	1.06	582	90.19773458	60.61143792	4425579	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Tateyamaria
GCF_001202035	100	0	568	90.09981116	57.83105133	3887441	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Pseudorhodobacter
GCF_001205715	98.85	0.36	654	91.37333909	65.46779587	4342642	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Pseudaestuariivita
GCF_001413955	99.34	1.71	571	92.69625792	37.84877546	4132279	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Muricauda
GCF_001427905	99.65	0.14	511	87.82261378	34.12613217	5627472	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_001458215	99.68	0.91	582	91.27025209	55.72319676	4358316	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Shimia
GCF_001458295	99.79	0	582	89.5775218	56.73369956	4620120	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Ruegeria
GCF_001507425	99.29	1.11	511	87.20568013	33.21693301	5828735	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_001543325	97.38	0.4	548	90.52237664	29.77035893	2966978	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Lutibacter
GCF_001662485	90.81	0	511	88.40663313	35.21407047	3314516	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_001693415	99.66	0.5	548	91.00065614	30.24934951	3006997	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Tenacibaculum
GCF_001735745	97.69	0.34	571	91.39358677	36.61207141	2735158	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Hel1-33-131
GCF_002105285	99.57	0.16	582	91.19459649	57.10712397	3786425	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Planktotalea
GCF_002117125	98.49	0	571	89.91861988	40.38491292	3393335	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Nonlabens
GCF_002159505	98.64	1.46	333	88.50805051	46.75705454	3165764	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Mediterraneibacter
GCF_002159995	99.42	0.88	333	90.32373724	44.76143877	2967561	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Sellimonas
GCF_002163875	99.11	0.13	496	92.42709609	43.63480192	3100211	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Gilvibacter
GCF_002196855	99.58	0.36	568	88.0296864	65.34558424	4202463	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Haematobacter
GCF_002251435	99.63	1.3	487	89.53908805	45.62200501	4106229	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_Prevotella
GCF_002794355	98.48	0.63	568	90.96123667	63.75319913	3862774	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_ETT8
GCF_002797915	99.7	0.08	615	91.72784642	56.16601332	3798370	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Yoonia
GCF_002836595	99.33	0.34	548	87.82884906	29.77323156	4537492	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Tenacibaculum
GCF_002943755	97.88	1.14	496	92.36034612	45.60020555	3074655	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Aureitalea
GCF_003076475	99.29	0.82	511	89.21396109	39.7651734	4224053	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_003143755	99.67	0.17	571	91.72399504	31.85608523	3339969	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Algibacter_B
GCF_001870675	99.4	0.4	388	89.3950396	60.08812073	3685266	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Roseinatronobacter
GCF_003259195	99.39	0.15	568	89.90843254	64.47012056	3635025	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_003259835	99.65	0.02	511	92.25684645	32.47480506	2821499	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_003269425	99.01	0.17	571	90.92920313	38.0691001	3772469	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Muricauda
GCF_003293845	99.65	0.35	511	90.70835896	33.21032766	2737708	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_003333265	98.79	2.15	616	86.33999021	58.71161883	4775714	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Halocyntiibacter_A
GCF_003335675	99.34	0.33	571	92.60779031	33.31760214	2811825	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Winogradskyella
GCF_003344925	99.65	0.53	511	91.31726971	34.99277528	2970356	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_003390845	99.39	0.91	568	89.30098037	65.5514221	4606852	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Tropicimonas
GCF_003448965	99.9	0.4	388	88.06909537	70.83667143	5745566	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paraoceanicella
GCF_003544895	99.6	1.77	617	91.33899842	57.38166444	3558757	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Marinosulfonomonas
GCF_003590715	99.32	0	568	90.2151826	59.11052379	3602847	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_900116875	99.09	1.19	642	92.33013407	42.4249024	3273773	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Butyrivibrio
GCF_004339525	99.29	0.72	511	86.67429675	33.32763056	6651739	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_003859795	97.24	0.02	492	85.78953895	49.75417278	2306498	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_F0040
GCF_003944755	98.89	0.45	568	90.722678	67.51948848	3712677	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Rhodovulum
GCF_003990445	99.29	0.95	568	90.32607739	64.79160334	4839526	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Pararhodobacter
GCF_004010055	99.11	0	496	90.66178775	33.6738529	3105059	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Psychroflexus
GCF_003034995	98.79	0.18	568	90.45979048	65.13528061	3268293	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Phaeovulum
GCF_004959935	98.48	0.1	568	91.70368502	64.74269751	3972354	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Falsirhodobacter
GCF_005234135	98.94	0.38	568	88.7970119	57.79326171	4246983	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Pseudorhodobacter
GCF_007993065	97.73	0.15	568	91.85141485	62.54328678	3788400	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_007997075	99.66	1.01	548	89.04314375	31.3447162	3762028	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Polaribacter
GCF_011100505	99.39	0.78	616	90.7331512	66.19579906	3512877	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Maritimibacter_A
GCF_008806755	99.66	1.06	548	90.64724874	30.10939456	3916794	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Tenacibaculum
GCF_009708075	98.69	0.49	568	90.52314517	67.11972939	3707728	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_009797025	99.67	0.71	571	88.77788879	34.04106246	5072468	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Cellulophaga
GCF_009917455	98.85	3.02	354	88.87572856	46.31791251	5508981	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_CAG-95
GCF_010468565	99.01	0.33	571	90.46926675	41.74561501	3859745	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Muricauda
GCF_010671605	99.67	1.65	571	91.08554926	40.94227109	4214180	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Leptobacterium
GCF_011959805	92.66	2.59	354	86.93372941	37.93273059	4247042	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_COE1
GCF_013031355	99.79	0	582	89.81456017	58.45762723	4912483	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Ruegeria
GCF_013032505	99.25	0.32	582	90.29510393	56.37671427	5128566	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Ruegeria
GCF_013093415	100	0	388	91.38105598	67.59700957	3657397	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Halovulum
GCF_013328815	99.54	0.68	568	91.80248389	65.1602225	4415984	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_UBA1943
GCF_013868135	97.88	0.91	568	89.93066242	65.38177698	3733185	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_014243395	99.34	0.49	571	92.50289699	34.79003928	3858317	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Winogradskyella
GCF_014270105	99.01	1.2	571	91.09056581	38.15486773	3934178	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Jejuia
GCF_014596745	99.67	1.41	571	88.95129742	40.08479848	4863295	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Maribacter_A
GCF_014610845	99.01	0.89	571	90.22050921	39.88153075	4171209	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Maribacter_A
GCF_900102795	98.76	1.71	625	89.39076916	52.79841185	3994069	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Epibacterium
GCF_900107635	99.29	1.33	511	87.16219133	34.27245436	4377959	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_900108205	100	0	263	88.41688177	40.07057291	3504514	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Eubacterium_Q
GCF_900108955	99.65	0	511	91.67734991	31.15333503	3172415	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_900110285	99.09	0.91	568	89.56841305	64.30383624	4610056	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_900112105	99.62	0.24	496	90.11772929	35.87764015	4131682	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Zunongwangia
GCF_900115165	99.84	0.83	654	90.06152428	59.86614266	4283675	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Roseovarius
GCF_900129665	99.67	1.43	571	92.74042839	41.99378389	3836163	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Muricauda
GCF_900142175	99.67	1.03	571	90.76434192	34.49270026	4578396	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Maribacter
GCF_900155985	99.67	0.11	571	89.10303171	35.18902355	4511475	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Maribacter
GCF_900312975	98.83	0	333	90.27311253	51.17701495	2769591	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Massilistercora
GCF_900313025	99.82	0.44	625	87.52706948	57.75216075	4551713	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Pseudophaeobacter
GCF_900766915	86.71	0.95	278	88.33328694	42.28157872	3377258	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_HGM12587
GCF_900769115	89.93	0	263	90.10362533	41.54540495	2608339	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_CAG-590
GCF_902362375	99.08	0.08	839	90.85274825	42.14666752	6374953	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_Bacteroides
GCF_902363835	99.37	0.84	278	87.97887231	43.97765193	6260411	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Lacrimispora
GCA_000702025	99.37	0	278	88.27410306	45.60158115	6679327	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Blautia_A
GCA_004294845	91.17	0.67	263	86.15034958	36.99245916	3213258	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Herbinix
GCA_004554205	91.85	4.43	278	89.58576976	54.95846498	2321535	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_UBA9502
GCA_004556565	94.74	3.11	333	85.96059707	43.38542709	4148930	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Schaedlerella
GCA_009773375	97.21	0.86	568	90.75270741	62.43374108	3710459	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Cypionkella
GCA_012036325	85.39	2.41	568	88.83764036	63.89130472	3433378	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Tabrizicola
GCA_014635865	99.67	0.33	571	93.29947462	33.43649984	3051701	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Winogradskyella
GCA_014641635	99.67	0.17	571	92.59418501	31.42885583	3144529	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Aquaticitalea
GCA_900539185	99.33	0.17	263	91.74626952	44.86879045	2413963	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_CAG-632
GCA_900546095	92.01	0.56	490	91.03321697	48.647453	3356778	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_Phocaeicola
GCF_000423925	99.58	0	543	88.33529319	41.19335478	4705279	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Butyrivibrio
GCF_000425425	99.65	0.31	511	89.57517404	34.65463137	4244138	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_000513195	98.88	0.87	490	89.99971784	43.3479374	7017222	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_Bacteroides
GCF_000622025	99.13	0.48	420	90.495281	45.65652447	3554992	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_NK4A144
GCF_000737065	99.29	0.52	568	89.97849784	65.30210569	3928443	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Thioclava
GCF_000740785	98.08	0.15	568	89.29096512	66.83719082	3439591	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paenirhodobacter
GCF_000745185	99.34	1.71	571	91.89322837	42.03231137	4424696	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Muricauda
GCF_000763805	98.74	0.61	568	90.16163065	69.06797765	3358707	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_000826645	99.65	0.63	571	91.70854954	33.41484395	3680502	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Psychroserpens
GCF_000826655	99.5	0.33	571	90.80429037	32.49330168	3945764	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Psychroserpens
GCF_001428525	99.65	1.06	511	88.61872886	33.73819524	5530138	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_001969365	99.25	0.69	582	90.85225505	61.96048298	4315457	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Tateyamaria
GCF_001975705	99.6	1.66	654	89.64317279	65.6705974	5259072	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Salipiger
GCF_002094885	98.69	0.73	617	90.82276853	67.55789351	2916130	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_HLUCCA08
GCF_002201315	99.66	0.34	548	92.01412244	29.91346255	3785182	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Polaribacter
GCF_002285435	100	0.67	617	90.80866602	64.28737538	4145296	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Actibacterium
GCF_002797935	99.29	0.65	511	87.32821481	34.42240168	5351669	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_002813135	98.86	0.38	496	91.2410263	39.37406093	3033586	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Altibacter
GCF_002813295	98.94	0.18	511	87.35023673	32.54202862	4973516	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_002847305	99.09	1.21	568	90.67930198	62.15492008	3954736	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_002900975	99.64	0	568	91.43562196	66.40331932	3870427	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Tabrizicola
GCF_003003285	99.03	0.76	615	91.66633808	53.37189381	3677387	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Yoonia
GCF_003076455	99.29	0.27	511	85.957483	35.182259	4621116	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_003122215	98.99	1.57	568	90.23604734	66.74624521	4486134	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Pararhodobacter
GCF_003144015	99.67	0	571	91.38176143	32.24339732	3192114	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Xanthomarina
GCF_003260195	97.65	2.62	548	90.59520689	29.59597731	5115381	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Lutibacter
GCF_003350345	97.27	0	568	88.7509676	65.58590973	3480246	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Alkalilacustris
GCF_003352085	99.57	0.11	582	88.34381118	54.8930371	5176795	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Sulfitobacter
GCF_003443995	99.24	0.76	568	90.48858573	62.85968884	4610061	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_ETT8
GCF_003449015	98.66	2.12	548	89.70261303	31.9983532	5108092	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Aureibaculum
GCF_003570715	99.7	0	568	91.58611804	64.43720386	4661677	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Gemmobacter
GCF_003610635	99.01	0.83	571	91.55475946	31.36037077	3009115	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Ichthyenterobacterium
GCF_003612585	99.37	0.63	278	89.14914061	45.59310305	3696592	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_UBA7160
GCF_003651245	98.69	0.17	654	90.78115155	66.3484932	4053554	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Roseovarius
GCF_003667315	98.8	0.65	654	90.44750181	64.07179573	5042974	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Tropicibacter
GCF_003865345	98.35	1.17	496	90.73107801	41.11025884	3684258	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Nonlabens
GCF_004016525	99.65	0.78	511	89.56968648	34.20984831	4331586	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_004329815	98.94	0.71	511	91.64288222	38.69885864	2894048	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_004352915	99.65	0.19	511	88.71395934	33.85547233	5245985	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_004364165	99.67	0.33	571	90.49633436	35.12704917	4455565	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Maribacter
GCF_004368785	99.65	0.76	511	88.30809929	33.75252951	5727777	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_005885635	99.67	1.23	571	91.9883476	37.96956422	5110706	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_RZ26
GCF_005938225	99.68	0.26	582	90.96458513	63.11888115	4628000	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_CAU-1492
GCF_007109225	99.29	0.18	511	90.84435345	37.57866973	3063563	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_007995215	99.33	0.76	615	92.17089812	58.77720925	3781481	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_WX04
GCF_008017835	98.17	0.38	496	89.85708504	35.70848538	2646399	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Mesonia
GCF_008040165	99.01	0.22	571	92.12373099	37.82590276	3887983	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Muricauda
GCF_009495755	99.65	1	511	91.9869007	32.12323168	2735109	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_009796785	99.33	1.23	548	88.72334437	30.45488668	4224107	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Polaribacter
GCF_009796825	99.56	0.38	571	89.64391891	33.3317238	4618330	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Algibacter
GCF_009811755	99.57	1.18	582	90.13612249	61.03542539	4472075	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Roseobacter
GCF_009908315	99.7	0.08	568	90.49662133	66.21238757	3958066	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Gemmobacter_B
GCF_009931695	98.77	4.36	263	83.41712974	36.73313111	5500435	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Anaerocolumna
