OTUID	C00120	C00194	C03492	C00062	C00097	C00025	C00135	C00407	C00123	C00047	C00073	C00077	C00079	C00148	C00065	C00188	C00078	C00082	C05819	C00003	C03313	C00032	C00018	C00016	C00101	C00068	C00390	C00105	C00130
GCF_014202695	0.333333333	0	0.2	1	0.5	0	0	1	1	0.857142857	0.714285714	0.25	0	0	0	0.6	1	0	0	0.4	0	0.2	0	0.285714286	0.6	0.428571429	0	0.666666667	0.125
GCF_014207905	0.333333333	0.571428571	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.25	0	0.5	1	1	1	0.5	0.555555556	0.8	0.285714286	1	0.5	1	0.8	0.571428571	0.111111111	1	1
GCF_014217355	0.666666667	0.857142857	0	0	1	0.090909091	0	1	1	0.166666667	0.857142857	0	0	0	0	0.8	0	0	0	0.8	0	0.7	0	1	0.8	0.428571429	0	0.666666667	1
GCF_014218335	0.333333333	0.857142857	0.2	1	1	0.090909091	0.833333333	1	1	1	0.857142857	1	0.5	1	0.333333333	0.8	1	0.5	0	0.4	0	0.8	0.166666667	1	0.6	0.571428571	0	1	1
GCF_014218355	0.333333333	0.857142857	0.2	1	1	0.090909091	0.833333333	1	1	1	1	1	0.5	1	0.333333333	0.8	1	0.5	0	0.4	0	0.7	0.166666667	1	0.6	0.285714286	0.222222222	1	1
GCF_014229965	0.333333333	0.714285714	0.6	0.666666667	1	0	0	0.4	0	0.833333333	0.571428571	0	0	0.5	0.666666667	1	0	0	0	0.6	0	0.5	0	0.857142857	0.6	0.714285714	0	0.666666667	1
GCF_014235875	0	0.142857143	0.6	0.666666667	1	0.272727273	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	1	1	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	1	0.25	0.111111111	1	0.875
GCF_014243345	0.666666667	0.142857143	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	1	1	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_014243395	0	0.142857143	0.6	0.666666667	1	0.272727273	1	1	1	0.857142857	1	0.25	0.5	0.5	1	0.8	0.666666667	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	0.6	0.25	0.111111111	1	1
GCF_014243445	0	0.857142857	0.8	1	1	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.375	0	0.9	0.666666667	0.857142857	0.8	0.25	0.555555556	1	1
GCF_014250675	0.666666667	0.857142857	0	0	1	0.181818182	0	0.4	0	0.714285714	0.285714286	0	0	0.5	0	0.2	0	0	0	0.4	0	0.7	1	1	1	0.428571429	0	0.666666667	1
GCF_014250685	0.666666667	0.714285714	0	0	0.5	0.181818182	0	0.2	0	0.285714286	0.142857143	0	0	0.5	0	0	0	0	0	0.4	0	0.7	0	1	1	0.428571429	0	0.666666667	1
GCF_014270105	0.666666667	0.142857143	0.6	0.666666667	0.5	0.272727273	1	1	1	0.857142857	0.714285714	0.5	0	0.5	1	1	0.666666667	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_014281985	1	0.714285714	0.6	0.666666667	1	0.272727273	1	1	1	0.857142857	1	0.25	0	0.5	1	1	0.666666667	0.5	0.555555556	0.8	0.285714286	1	0.5	1	0.8	0.571428571	0.111111111	1	1
GCF_014287475	0.5	0.857142857	0.2	1	1	0.181818182	0.666666667	1	1	0.857142857	0.714285714	1	0.5	1	0.666666667	0.6	0	0.5	0	1	0	0.4	0.166666667	0.285714286	0.8	0.571428571	0	1	1
GCF_014287635	0.333333333	0.714285714	0.4	1	1	0.090909091	0.833333333	1	1	0.857142857	0.714285714	1	0.5	1	0.666666667	0.6	0.666666667	0.5	0	1	0	0.2	1	1	0.6	0.714285714	0	1	1
GCF_014287815	0.333333333	0.571428571	0.6	1	1	0.090909091	0	1	1	0.833333333	0.285714286	1	0.5	1	0.333333333	0.8	0.333333333	0.5	0	1	0	0.7	0	0.285714286	0.8	0.428571429	0	0.666666667	1
GCF_014287955	0.333333333	0.857142857	0.2	1	1	0.090909091	1	1	1	0.857142857	0.714285714	1	0.5	1	0.666666667	0.6	1	0.5	0	1	0	0.2	0.166666667	0.285714286	0.4	0.5	0	1	1
GCF_014290175	0	1	0.2	1	1	0.090909091	0.833333333	1	1	1	0.714285714	1	0.5	1	0.666666667	0.8	1	0.5	0	0.4	0	0.7	0.166666667	0.285714286	0.8	0.714285714	0	1	1
GCF_014295415	0.666666667	0.142857143	0.6	0	1	0.272727273	1	0.4	0	0.714285714	0.571428571	0	0	0	0.666666667	0.2	1	0	0.555555556	0.75	0.285714286	1	0.5	0.857142857	1	0.25	0.111111111	1	1
GCF_014297365	0	0.142857143	0.6	0.666666667	1	0.272727273	1	1	1	0.857142857	1	0.25	0	0.5	1	0.8	0.666666667	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_014305095	0.666666667	0.714285714	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.25	0.5	0.5	1	1	0.666666667	0.5	0.555555556	0.75	0.285714286	1	0.5	1	0.6	0.571428571	0.111111111	1	1
GCF_014305155	0.666666667	0.714285714	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.25	0	0.5	1	1	1	0.5	0.555555556	0.75	0.285714286	1	0.5	1	1	0.571428571	0.111111111	1	1
GCF_014333425	0.666666667	0.714285714	0.6	1	1	0	1	1	1	0.777777778	0.714285714	1	0	1	0.666666667	0.6	1	0	0	1	0	0.9	0.166666667	1	0.8	0.714285714	0	1	1
GCF_014334015	1	0.857142857	0.6	0.666666667	1	0.181818182	1	1	1	1	0.857142857	0.5	0	0.5	0.666666667	0.8	1	0	0.555555556	1	0.285714286	0.3	0.666666667	1	1	0.75	0.111111111	1	1
GCF_014337255	0.666666667	0.857142857	0	0	0.166666667	0.181818182	0	0.2	0	0.285714286	0.285714286	0	0	1	0	0.2	0	0	0	0.4	0	0.7	1	1	0.8	0.571428571	0	0.666666667	1
GCF_014349235	0.666666667	0.142857143	0.6	0.666666667	1	0.181818182	1	1	1	1	1	0.25	0	0.5	0.666666667	1	1	0.5	0.555555556	0.75	0.285714286	1	0.5	1	1	0.75	0.111111111	1	1
GCF_014352875	0	0.142857143	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	1	0.333333333	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_014385065	0.333333333	0	0.6	1	1	0	1	1	1	0.777777778	0.714285714	1	0	1	0.333333333	0.6	1	0	0	0.8	0	0.3	0.166666667	1	0.6	0.714285714	0	1	1
GCF_014397005	0.666666667	0.142857143	0.6	0.666666667	1	0.2	1	1	1	1	1	0.5	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_014397245	0.666666667	0.142857143	0.6	0.666666667	1	0.272727273	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.875	0.285714286	1	0.5	1	1	0.25	0.111111111	1	1
GCF_014467075	0.333333333	0.857142857	0.6	1	1	0.090909091	0.833333333	1	1	1	0.714285714	1	0.5	1	0.666666667	0.8	1	0.5	0.111111111	1	0	0.7	1	1	0.8	0.714285714	0	1	1
GCF_014486675	0.666666667	0.142857143	0.6	0	1	0.272727273	1	0.25	0	0.857142857	1	0	0	0.5	0.666666667	1	0.666666667	0	0.555555556	0.8	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_014486695	1	0.142857143	0.6	0	1	0.272727273	1	0.25	0	0.857142857	1	0	0	0.5	0.666666667	1	0.666666667	0	0.555555556	0.8	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_014490725	0.333333333	0.857142857	0.8	1	1	0.545454545	1	1	0.666666667	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.222222222	0.625	0.142857143	0.875	0.666666667	0.714285714	1	0.555555556	0.444444444	1	0.875
GCF_014596725	1	1	0.6	1	1	0.8	1	1	1	1	0.857142857	1	1	1	1	1	1	1	1	0.8	0.571428571	1	1	1	1	0.857142857	1	1	1
GCF_014596745	0.25	0.142857143	0.6	0.666666667	1	0.272727273	1	1	1	1	1	0.5	0	0.5	0.666666667	1	1	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	1	0.25	0.111111111	1	0.875
GCF_014596935	0.333333333	0.142857143	0.6	0.666666667	0.5	0.181818182	1	1	1	0.888888889	0.857142857	0.5	0	0.5	0.666666667	1	1	0.5	0.555555556	0.8	0.285714286	1	0.5	0.857142857	0.8	0.571428571	0.111111111	1	1
GCF_014596945	0.333333333	0.142857143	0.6	0.666666667	0.5	0.181818182	1	1	1	0.857142857	0.857142857	0.25	0	0.5	0.666666667	1	1	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	0.8	0.571428571	0.111111111	1	1
GCF_014596975	0.333333333	0.142857143	0.6	0.666666667	0.5	0.181818182	1	1	1	0.857142857	0.857142857	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.8	0.285714286	1	0.5	0.857142857	1	0.571428571	0.111111111	1	1
GCF_014610845	0.25	0.142857143	0.6	0.666666667	1	0.272727273	1	1	1	1	1	0.25	0.5	0.5	0.666666667	1	1	0.5	0.555555556	0.875	0.285714286	1	0.5	1	1	0.25	0.111111111	1	1
GCF_900002575	1	0.857142857	0	0	1	0	0	0.6	0	0.714285714	0.714285714	0	0	0.5	0.333333333	0.4	0	0	0	0.25	0	0.7	0	0.285714286	0.6	0.714285714	0	0.666666667	1
GCF_900005615	0.666666667	0.857142857	0.8	1	1	0.454545455	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.333333333	1	0.142857143	0.875	0.666666667	0.857142857	0.8	0.444444444	0.666666667	1	1
GCF_900015215	0.333333333	0.857142857	0	0	1	0	0	0.2	0	0.714285714	0.571428571	0	0	0	0.333333333	0.4	0	0	0	0.25	0	0.7	0	0.285714286	0.6	0.285714286	0	0.666666667	1
GCF_900016875	0.333333333	1	0.6	1	1	0.090909091	0.833333333	1	1	1	0.857142857	1	0.5	1	0.666666667	0.8	1	0.5	0	1	0	0.7	0.166666667	1	0.8	0.571428571	0	1	1
GCF_900045905	0.333333333	1	0.2	1	1	0.090909091	0.833333333	1	1	0.857142857	0.714285714	1	0.5	1	0.666666667	0.6	1	0.5	0	1	0	0.7	1	1	1	0.714285714	0	1	1
GCF_900055185	0.666666667	0.428571429	0.6	1	1	0.6	1	1	1	1	1	0.75	1	1	1	1	1	1	1	0.8	0.571428571	1	1	1	1	0.857142857	1	1	1
GCF_900060185	0.666666667	0.428571429	0.6	1	1	0.6	1	1	1	1	1	1	0.5	1	1	1	1	0.5	1	0.8	0.571428571	1	1	1	0.8	0.857142857	1	1	1
GCF_900070325	0.333333333	0	0	1	1	0.090909091	0.833333333	1	1	1	0.714285714	1	0.5	1	0.666666667	0.8	0.666666667	0.5	0	0.8	0	0.2	0.166666667	1	0.4	0.714285714	0	0.666666667	0.75
GCF_900078195	0.333333333	0.857142857	0.2	1	1	0	1	1	1	1	0.857142857	1	0.5	1	0.666666667	0.8	1	0.5	0	1	0	0.2	0.166666667	0.285714286	0.6	0.428571429	0	1	1
GCF_900086585	0.333333333	0.857142857	0.2	1	1	0	1	1	1	0.714285714	0.714285714	0.25	0.5	1	0.666666667	0.6	0	0.5	0	0.4	0	0.8	0.166666667	1	0.8	0.714285714	0	1	1
GCF_900086595	0.333333333	0.857142857	0	1	1	0.090909091	0	1	1	0.833333333	0.857142857	1	0.5	1	0.333333333	0.8	0	0.5	0	0.4	0	0.8	0	0.285714286	0.8	0.285714286	0	1	1
GCF_900088415	0.666666667	0.857142857	0.6	1	1	0.6	1	1	1	1	0.857142857	1	1	1	1	1	1	1	1	0.8	0.571428571	1	1	1	0.8	0.857142857	1	1	1
GCF_900089765	1	0.857142857	0.6	1	1	0.6	1	1	1	1	0.857142857	1	0.5	1	1	1	1	0.5	0.888888889	0.8	0.428571429	1	1	1	1	1	1	1	1
GCF_900089835	0.666666667	0.857142857	0.6	1	1	0.6	1	1	1	1	0.857142857	1	0.5	1	1	1	1	0.5	1	0.8	0.571428571	1	1	1	0.8	0.857142857	1	1	1
GCF_900089855	1	1	0.6	1	1	0.6	1	1	1	1	0.857142857	1	0.5	1	1	1	1	0.5	1	0.8	0.571428571	1	1	1	1	1	1	1	1
GCF_900091655	1	0.857142857	0.6	1	0.333333333	0.090909091	1	1	1	0.833333333	0.428571429	0.25	0	0.5	0.666666667	0.2	0	0.5	0.333333333	0.8	0.142857143	0.3	1	0.857142857	0.8	1	0.111111111	1	1
GCF_900091705	0.333333333	0.142857143	0	1	1	0.090909091	0	1	1	0.833333333	0.571428571	1	0.5	1	0.333333333	0.8	0	0.5	0	0.8	0	0.2	0	0.285714286	0.8	0.285714286	0	0.666666667	1
GCF_900095445	0.333333333	0.857142857	0.6	1	1	0.090909091	0.833333333	1	1	0.857142857	0.857142857	0.75	0.5	1	1	0.6	1	0.5	0	1	0	0.7	0.166666667	1	0.6	0.714285714	0	1	1
GCF_900095705	0.666666667	0.857142857	0	0	0.333333333	0.090909091	0	1	1	0.166666667	0.857142857	0	0	0	0	0.8	0	0	0	1	0	0.7	0	1	0.8	0.571428571	0	0.666666667	1
GCF_900095825	0.666666667	0	0	1	1	0.090909091	1	1	1	1	1	0.5	0.5	1	0.666666667	1	1	0.5	0	0.8	0	0.4	0.166666667	1	0.6	0.5	0	0.666666667	1
GCF_900095835	0.333333333	0	0.6	0	1	0	0	0.25	0	1	0.714285714	0	0	0	0.666666667	0.6	0	0	0.444444444	0.4	0.142857143	0.4	0.5	1	1	0.571428571	0.111111111	1	1
GCF_900096945	0.666666667	0.857142857	0.6	1	1	0	0.833333333	1	1	0.857142857	0.714285714	1	0.5	1	0.666666667	0.6	0.666666667	0.5	0	1	0	0.8	1	1	1	0.714285714	0	1	1
GCF_900099675	0.666666667	0.571428571	0.6	0.666666667	1	0.181818182	1	1	0	0.857142857	0.857142857	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	0.6	0.571428571	0.111111111	1	0.875
GCF_900099815	0.666666667	0.142857143	0.6	0	1	0.2	1	1	1	0.857142857	0.857142857	0	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.75	0.285714286	1	0.5	1	1	0.25	0.111111111	1	0.875
GCF_900099935	0	0.857142857	0.8	1	0.5	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.8	0	0.875	0.666666667	0.857142857	1	0.2	0.555555556	1	1
GCF_900099995	0	0.142857143	0.6	0.666666667	1	0.272727273	1	1	1	0.857142857	1	0.25	0	0.5	1	1	0.666666667	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_900100005	0	1	0.4	1	0.5	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.75	0	0.875	0.666666667	0.857142857	0.6	0.25	0.555555556	1	1
GCF_900100015	1	0.857142857	0.6	1	1	0.6	1	1	1	1	0.857142857	1	1	1	1	1	1	1	1	0.8	0.571428571	1	1	1	1	0.857142857	1	1	1
GCF_900100045	0.666666667	0.857142857	0.8	1	1	0.454545455	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.222222222	1	0.142857143	0.875	0.666666667	0.857142857	0.6	0.555555556	0.666666667	1	1
GCF_900100095	0.333333333	0.857142857	0.6	1	1	0.090909091	0.833333333	1	1	1	1	1	0.5	1	1	1	1	0.5	0	1	0	0.3	0.166666667	1	0.8	0.714285714	0	1	1
GCF_900100165	0.666666667	0.714285714	0.6	0.666666667	0.5	0.181818182	1	1	1	0.857142857	0.714285714	0.25	0	0.5	1	1	0.666666667	0.5	0.555555556	0.8	0.285714286	1	0.5	1	0.6	0.571428571	0.111111111	1	1
GCF_900100175	1	0.714285714	0.6	1	1	0.8	1	1	1	1	1	1	0.5	1	1	0.8	1	0.5	0.888888889	1	0.428571429	1	1	1	1	0.857142857	1	1	1
GCF_900100245	0.333333333	0.714285714	0	1	1	0.090909091	0.666666667	0.5	0	1	0.857142857	1	0	1	1	1	1	0	0	0.25	0	0.2	0.166666667	0.285714286	0.8	0.333333333	0	1	1
GCF_900100375	0.666666667	0.142857143	0.6	0	1	0.181818182	0	0.25	0	0.857142857	1	0	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	1	0.25	0.111111111	1	1
GCF_900100545	0.333333333	0.714285714	0.6	1	1	0.090909091	0.666666667	1	1	0.857142857	0.714285714	1	0.5	1	1	0.8	1	0.5	0	1	0	0.7	0.166666667	1	0.6	0.714285714	0	1	1
GCF_900100625	0.666666667	0.142857143	0.6	0	1	0.272727273	1	0.25	0	0.857142857	1	0	0	0.5	0.666666667	0.6	1	0	0.555555556	0.8	0.285714286	1	0.5	0.857142857	0.8	0.571428571	0.111111111	1	1
GCF_900100895	0	0	0	1	1	0.090909091	0.833333333	1	1	0.857142857	0.714285714	1	0	1	0.666666667	0.8	1	0.5	0	0.2	0	0.2	0.166666667	0.285714286	0.8	0.2	0	1	1
GCF_900101105	1	1	0.8	1	1	0.181818182	0.666666667	1	1	1	0.571428571	1	0.5	1	0.333333333	0.8	0.666666667	0.333333333	1	0.8	0	1	0.166666667	0.857142857	0.6	0.75	0.333333333	1	1
GCF_900101475	0	0.857142857	0.6	1	1	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.5	0	0.9	0.666666667	0.857142857	0.8	0.444444444	0.555555556	1	1
GCF_900101505	0	0.857142857	0.8	1	1	0.545454545	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.111111111	1	0	0.875	0.666666667	0.857142857	1	0.444444444	0.555555556	1	1
GCF_900101605	0.666666667	0.857142857	0.6	1	1	0.090909091	0.833333333	1	1	0.857142857	0.714285714	1	0.5	1	1	0.8	1	0.5	0	1	0	0.2	1	1	0.8	0.714285714	0	1	1
GCF_900101765	0.666666667	0.142857143	0.6	0.666666667	1	0.2	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	0.8	0.666666667	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_900101815	0.666666667	0.142857143	0.6	0.666666667	1	0.454545455	1	1	1	1	1	0.25	0	0.5	0.666666667	1	1	0.5	0.555555556	0.75	0.285714286	1	0.5	1	0.8	0.25	0.111111111	1	1
GCF_900101855	0.333333333	0.571428571	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.25	0	0.5	1	1	1	0.5	0.555555556	0.8	0.285714286	1	0.5	1	0.8	0.571428571	0.111111111	1	1
GCF_900101865	0	0.142857143	0.2	1	1	0.454545455	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.222222222	0.5	0.142857143	0.875	0.666666667	0.857142857	1	0.444444444	0.555555556	1	1
GCF_900101895	1	0.142857143	0.6	0	1	0.181818182	0	0.25	0	1	1	0	0.5	0.5	0.666666667	1	0	0.5	0.555555556	0.8	0.285714286	1	0.5	0.857142857	1	0.25	0.111111111	1	1
GCF_900102015	0.666666667	0.857142857	0.8	1	0.5	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	1	0	1	0.666666667	0.857142857	0.6	0.444444444	0.555555556	1	1
GCF_900102055	0.666666667	0.142857143	0.6	0.666666667	1	0.272727273	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	1	1	0	0.555555556	0.875	0.285714286	1	0.5	0.857142857	1	0.5	0.111111111	1	1
GCF_900102065	0	0.857142857	0.2	1	1	0.090909091	0.833333333	1	1	1	1	1	0.5	1	0.666666667	1	1	0.5	0	0.4	0	0.2	0.333333333	0.285714286	0.8	0.333333333	0	1	1
GCF_900102515	0	0.714285714	0	1	1	0.090909091	0.833333333	1	1	0.857142857	0.571428571	1	0.5	1	1	0.8	1	0.5	0	0.2	0	0.2	0.166666667	1	0.4	0.5	0	1	1
GCF_900102535	0	0.857142857	0.4	1	1	0.545454545	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	1	0	0.875	0.666666667	0.857142857	0.8	0.2	0.555555556	1	1
GCF_900102795	0.666666667	0.857142857	0.8	1	1	0.454545455	1	1	1	1	0.857142857	1	0.5	1	1	1	1	0.666666667	0.111111111	0.8	0	0.875	0.666666667	0.857142857	1	0.555555556	0.555555556	1	1
GCF_900102885	0.333333333	0.142857143	0	1	1	0.545454545	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.222222222	0.5	0.142857143	0.875	0.666666667	0.857142857	0.8	0.555555556	0.666666667	1	0.875
GCF_900102905	0	0.857142857	0.8	1	1	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.5	0	0.875	0.666666667	0.857142857	0.6	0.444444444	0.555555556	1	1
GCF_900102925	0	0.142857143	0.6	0.666666667	1	0.181818182	1	1	1	1	1	0.25	0.5	0.5	0.666666667	1	1	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_900103215	1	0.142857143	0.6	0.666666667	1	0.272727273	1	1	1	1	1	0.25	0.5	0.5	0.666666667	1	1	0.5	0.555555556	0.875	0.285714286	1	0.5	1	0.8	0.5	0.111111111	1	1
GCF_900103495	0	0.714285714	0.2	1	1	0.090909091	0.833333333	1	1	0.857142857	0.857142857	1	0.5	1	1	0.8	1	0.5	0	0.4	0	0.3	0.166666667	0.142857143	0.4	0.2	0	1	1
GCF_900103615	1	0.857142857	0.2	1	1	0	0	0.2	0	0.857142857	0.571428571	0.25	0	0.5	0.333333333	0.4	0	0	0	0.8	0	0.9	1	1	0.8	0.571428571	0	0.666666667	1
GCF_900103635	0	0.857142857	0.2	1	1	0.090909091	0.833333333	1	1	0.857142857	0.714285714	1	0.5	1	1	0.8	1	0.5	0	0.2	0	0.2	0.166666667	0.285714286	0.4	0.5	0	1	1
GCF_900103815	0.333333333	0	0.6	1	1	0.090909091	0.833333333	1	1	0.857142857	0.714285714	1	0.5	1	0.666666667	0.8	0.666666667	0.5	0	1	0	0.2	0.166666667	0.285714286	1	0.714285714	0	1	1
GCF_900104115	0.666666667	0.857142857	0.6	1	1	0.090909091	0.833333333	1	1	0.857142857	0.857142857	1	0.5	1	0.333333333	0.8	0	0.5	0.111111111	0.8	0	0.8	1	1	0.8	0.428571429	0.222222222	1	1
GCF_900104155	0	0.714285714	0	1	1	0.090909091	0.833333333	1	1	0.857142857	0.714285714	1	0.5	1	1	0.8	1	0.5	0	0.4	0	0.2	0.166666667	0.285714286	0.4	0.5	0	1	1
GCF_900104335	0.333333333	0.714285714	0.6	1	1	0.090909091	0.666666667	1	1	0.857142857	0.571428571	1	0.5	1	0.666666667	0.8	1	0.5	0	1	0	0.7	0.166666667	1	0.6	0.571428571	0	1	1
GCF_900104375	0.666666667	0.142857143	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_900104415	0.333333333	0.714285714	0.6	1	1	0.090909091	0.666666667	1	1	1	1	1	0.5	0.5	0.666666667	1	0.666666667	0.5	0	1	0	0.7	0.166666667	1	0.8	0.285714286	0	1	1
GCF_900104445	0.666666667	1	0.6	1	1	0.363636364	0.666666667	1	1	0.857142857	0.428571429	1	0.5	1	0.666666667	0.6	1	0.333333333	1	1	0	1	0.833333333	0.857142857	0.6	0.571428571	0.222222222	1	0.875
GCF_900104585	0.333333333	1	0.6	0.666666667	1	0.181818182	1	1	1	1	0.857142857	0.5	0	0.5	0.666666667	0.8	1	0	0.555555556	1	0.285714286	0.5	0.666666667	1	1	0.75	0.111111111	1	1
GCF_900104635	0.333333333	0.142857143	0.6	1	1	0.090909091	0.833333333	1	1	1	0.857142857	1	0.5	1	0.666666667	0.8	1	0.5	0	1	0	0.2	0.166666667	0.285714286	0.6	0.571428571	0	1	1
GCF_900104645	0	0	0	0	1	0	0	0	0	0.166666667	0.428571429	0	0	0	0.666666667	0.8	0	0	0	0.2	0	0.2	0.166666667	1	0.8	0.571428571	0	0.666666667	0.75
GCF_900104765	0.666666667	0.142857143	0.6	0.666666667	1	0.272727273	1	0.25	0	0.714285714	0.571428571	0.25	0	0.5	0.666666667	0.2	1	0.5	0.555555556	0.75	0.285714286	1	0.5	1	0.8	0.25	0.111111111	1	0.875
GCF_900104785	0	0.142857143	0.6	0	1	0.181818182	1	0.4	0	0.857142857	0.714285714	0	0	0.5	1	1	1	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_900105075	0.666666667	0.857142857	0.8	1	1	0.545454545	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.222222222	0.375	0.142857143	0.9	0.5	0.714285714	0.8	0.444444444	0.555555556	1	1
GCF_900105135	1	0.142857143	0.6	0.666666667	1	0.2	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	1	1	0.5	0.555555556	0.875	0.285714286	1	0.5	1	0.8	0.25	0.111111111	1	1
GCF_900105145	0	0.571428571	0.6	0.666666667	0.5	0.181818182	1	1	1	0.857142857	0.714285714	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.8	0.285714286	1	0.5	0.857142857	1	0.25	0.111111111	1	1
GCF_900105455	0.666666667	0.857142857	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.5	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	1	0.571428571	0.111111111	1	1
GCF_900105615	0.333333333	0.857142857	0.4	1	1	0.090909091	1	1	1	1	0.857142857	1	0.5	1	0.666666667	0.8	1	0.5	0	0.6	0	0.8	0.333333333	1	0.6	0.571428571	0.222222222	1	1
GCF_900105985	1	0.857142857	0.6	0.666666667	1	0.181818182	1	1	1	1	1	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	1	0.571428571	0.111111111	1	1
GCF_900106075	0	0.142857143	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	0.875
GCF_900106565	0	0.571428571	0.6	0.666666667	0.5	0.181818182	1	1	1	1	0.857142857	0.25	0	0.5	1	1	0.666666667	0.5	0.555555556	0.8	0.285714286	1	0.5	0.857142857	1	0.25	0.111111111	1	1
GCF_900106585	0.666666667	0	0.4	1	1	0.090909091	1	1	1	1	1	0.5	0.5	1	0.666666667	1	1	0.5	0	0.8	0	0.4	0.166666667	1	0.6	0.5	0	0.666666667	1
GCF_900106645	0	0.142857143	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.25	0	0.5	1	1	1	0.5	0.555555556	0.75	0.285714286	1	0.5	1	1	0.25	0.111111111	1	1
GCF_900106665	0.666666667	0.857142857	0.8	1	1	0.545454545	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.333333333	0.5	0.142857143	0.875	0.666666667	0.857142857	0.8	0.444444444	0.555555556	1	1
